,Station,Year,Month,Day,Hour,Temperature,Dew Point,Pressure,Wind Direction,Wind Speed,Sky Condition,Precipitation 6H
420,2003\010010,2003,1,18,20,-64,-99,10116,10,80,,
421,2003\010010,2003,1,18,21,-66,-109,10122,10,70,,
422,2003\010010,2003,1,18,22,-67,-112,10126,10,70,,
423,2003\010010,2003,1,18,23,-69,-104,10129,360,60,,
424,2003\010010,2003,1,19,0,-71,-114,10134,10,60,5,
425,2003\010010,2003,1,19,1,-73,-116,10138,360,50,,
426,2003\010010,2003,1,19,2,-75,-117,10139,360,60,,
427,2003\010010,2003,1,19,3,-77,-126,10141,350,60,,
428,2003\010010,2003,1,19,4,-81,-134,10139,350,70,,
429,2003\010010,2003,1,19,5,-83,-123,10139,360,70,,
430,2003\010010,2003,1,19,6,-87,-127,10139,360,70,7,
431,2003\010010,2003,1,19,7,-87,-127,10143,350,70,,
432,2003\010010,2003,1,19,8,-88,-118,10145,340,80,,
433,2003\010010,2003,1,19,9,-89,-120,10144,350,70,,
434,2003\010010,2003,1,19,10,-87,-120,10144,340,80,,
435,2003\010010,2003,1,19,11,-91,-127,10146,350,70,,
436,2003\010010,2003,1,19,12,-93,-129,10147,360,60,8,
437,2003\010010,2003,1,19,13,-93,-131,10145,350,50,,
438,2003\010010,2003,1,19,14,-97,-136,10144,350,60,,
439,2003\010010,2003,1,19,15,104,-149,10145,350,60,6,
440,2003\010010,2003,1,19,16,106,-147,10141,350,80,,
441,2003\010010,2003,1,19,17,112,-154,10144,350,60,,
442,2003\010010,2003,1,19,18,115,-160,10145,350,70,7,
443,2003\010010,2003,1,19,19,120,-155,10144,350,70,,
444,2003\010010,2003,1,19,20,121,-171,10143,350,60,,
445,2003\010010,2003,1,19,21,124,-168,10144,350,70,,
446,2003\010010,2003,1,19,22,128,-147,10142,340,80,,
447,2003\010010,2003,1,19,23,128,-159,10139,350,100,,
448,2003\010010,2003,1,20,0,131,-147,10136,360,90,7,
449,2003\010010,2003,1,20,1,131,-151,10131,350,100,,
450,2003\010010,2003,1,20,2,124,-139,10125,340,130,,
451,2003\010010,2003,1,20,3,118,-137,10122,330,140,,
452,2003\010010,2003,1,20,4,107,-120,10122,340,130,,
453,2003\010010,2003,1,20,5,102,-125,10116,350,140,,
454,2003\010010,2003,1,20,6,102,-124,10115,350,140,7,
455,2003\010010,2003,1,20,7,102,-125,10114,350,140,,
456,2003\010010,2003,1,20,9,101,-117,10115,350,130,9,
457,2003\010010,2003,1,20,10,102,-119,10116,350,130,,
458,2003\010010,2003,1,20,11,105,-124,10112,350,130,,
459,2003\010010,2003,1,20,12,106,-128,10111,340,120,7,
460,2003\010010,2003,1,20,13,109,-135,10106,350,110,,
461,2003\010010,2003,1,20,14,111,-127,10101,350,120,,
462,2003\010010,2003,1,20,15,109,-137,10100,350,90,6,
463,2003\010010,2003,1,20,16,108,-141,10095,350,60,,
464,2003\010010,2003,1,20,17,107,-143,10091,360,70,,
465,2003\010010,2003,1,20,18,101,-129,10084,340,80,3,
466,2003\010010,2003,1,20,19,-97,-135,10081,350,70,,
467,2003\010010,2003,1,20,20,-95,-134,10079,360,70,,
468,2003\010010,2003,1,20,21,-88,-127,10076,360,60,,
469,2003\010010,2003,1,20,22,-74,-94,10072,340,50,,
470,2003\010010,2003,1,20,23,-69,-81,10068,30,110,,
471,2003\010010,2003,1,21,0,-78,-88,10073,30,130,9,3
472,2003\010010,2003,1,21,1,-81,-94,10073,20,160,,
473,2003\010010,2003,1,21,2,-84,-97,10076,20,160,,
474,2003\010010,2003,1,21,3,-90,-102,10082,20,140,,
475,2003\010010,2003,1,21,4,-94,-111,10084,10,120,,
476,2003\010010,2003,1,21,5,-99,-121,10087,360,130,,
477,2003\010010,2003,1,21,6,102,-129,10092,10,110,7,
478,2003\010010,2003,1,21,7,108,-146,10090,10,110,,
479,2003\010010,2003,1,21,8,114,-148,10089,10,110,,
480,2003\010010,2003,1,21,9,120,-162,10088,360,100,7,
481,2003\010010,2003,1,21,10,125,-152,10091,350,90,,
482,2003\010010,2003,1,21,11,135,-154,10090,10,100,,
483,2003\010010,2003,1,21,12,132,-173,10089,10,90,8,
484,2003\010010,2003,1,21,13,132,-156,10082,10,100,,
485,2003\010010,2003,1,21,14,128,-169,10077,10,100,,
486,2003\010010,2003,1,21,15,128,-151,10074,10,120,8,
487,2003\010010,2003,1,21,16,131,-146,10073,10,120,,
488,2003\010010,2003,1,21,17,139,-155,10078,10,130,,
489,2003\010010,2003,1,21,18,144,-166,10083,360,120,8,
490,2003\010010,2003,1,21,19,149,-169,10089,10,130,,
491,2003\010010,2003,1,21,20,150,-186,10093,10,130,,
492,2003\010010,2003,1,21,21,161,-185,10099,360,120,,
493,2003\010010,2003,1,21,22,159,-175,10101,10,120,,
494,2003\010010,2003,1,21,23,171,-192,10105,10,140,,
495,2003\010010,2003,1,22,0,173,-192,10099,10,110,9,
496,2003\010010,2003,1,22,1,177,-197,10099,10,100,,
497,2003\010010,2003,1,22,2,180,-213,10096,10,110,,
498,2003\010010,2003,1,22,3,190,-213,10098,360,110,,
499,2003\010010,2003,1,22,4,191,-214,10096,350,130,,
500,2003\010010,2003,1,22,5,191,-232,10089,350,120,,
501,2003\010010,2003,1,22,6,196,-225,10090,340,110,8,
502,2003\010010,2003,1,22,7,194,-224,10090,350,110,,
503,2003\010010,2003,1,22,8,183,-205,10088,10,90,,
504,2003\010010,2003,1,22,9,170,-212,10086,10,80,8,
505,2003\010010,2003,1,22,10,167,-185,10081,10,100,,
506,2003\010010,2003,1,22,11,159,-174,10084,350,110,,
507,2003\010010,2003,1,22,12,153,-168,10078,350,120,9,8
508,2003\010010,2003,1,22,13,152,-167,10083,350,120,,
509,2003\010010,2003,1,22,14,154,-169,10084,360,120,,
510,2003\010010,2003,1,22,15,160,-176,10087,340,110,8,
511,2003\010010,2003,1,22,16,161,-178,10088,360,110,,
512,2003\010010,2003,1,22,17,161,-177,10089,350,100,,
513,2003\010010,2003,1,22,18,157,-179,10085,350,120,9,
514,2003\010010,2003,1,22,19,160,-181,10088,350,130,,
515,2003\010010,2003,1,22,20,157,-172,10093,350,100,,
516,2003\010010,2003,1,22,21,160,-176,10097,350,80,,
517,2003\010010,2003,1,22,22,158,-174,10098,360,110,,
518,2003\010010,2003,1,22,23,155,-170,10101,360,120,,
519,2003\010010,2003,1,23,0,159,-175,10105,350,110,9,10
520,2003\010010,2003,1,23,1,157,-175,10106,340,110,,
521,2003\010010,2003,1,23,2,155,-174,10104,330,120,,
522,2003\010010,2003,1,23,3,155,-171,10106,350,150,,
523,2003\010010,2003,1,23,4,153,-168,10109,340,150,,
524,2003\010010,2003,1,23,5,150,-165,10115,340,140,,
525,2003\010010,2003,1,23,6,147,-162,10116,340,130,9,
526,2003\010010,2003,1,23,7,150,-165,,340,140,,
527,2003\010010,2003,1,23,8,146,-161,10136,350,120,,
528,2003\010010,2003,1,23,9,147,-162,10142,350,100,9,
529,2003\010010,2003,1,23,10,147,-162,10148,340,80,,
530,2003\010010,2003,1,23,11,145,-160,10152,340,100,,
531,2003\010010,2003,1,23,12,143,-158,10156,350,100,7,
532,2003\010010,2003,1,23,13,139,-153,10158,340,90,,
533,2003\010010,2003,1,23,14,137,-152,10160,360,90,,
534,2003\010010,2003,1,23,15,138,-154,10161,350,90,7,
535,2003\010010,2003,1,23,16,138,-154,10160,350,80,,
536,2003\010010,2003,1,23,17,136,-152,10159,350,70,,
537,2003\010010,2003,1,23,18,136,-154,10153,360,70,6,
538,2003\010010,2003,1,23,19,135,-153,10148,20,60,,
539,2003\010010,2003,1,23,20,133,-151,10142,10,60,,
540,2003\010010,2003,1,23,21,131,-149,10137,350,70,,
541,2003\010010,2003,1,23,22,129,-146,10127,20,50,,
542,2003\010010,2003,1,23,23,127,-145,10115,360,40,,
543,2003\010010,2003,1,24,0,122,-140,10103,10,40,5,0
544,2003\010010,2003,1,24,1,122,-143,10089,20,50,,
545,2003\010010,2003,1,24,2,123,-144,10078,350,40,,
546,2003\010010,2003,1,24,3,117,-138,10065,120,40,,
547,2003\010010,2003,1,24,4,121,-146,10053,30,60,,
548,2003\010010,2003,1,24,5,117,-146,10033,290,60,,
549,2003\010010,2003,1,24,6,109,-135,10021,10,70,2,0
550,2003\010010,2003,1,24,7,105,-132,10011,350,110,,
551,2003\010010,2003,1,24,8,-98,-128,10016,10,100,,
552,2003\010010,2003,1,24,9,-96,-131,10023,20,50,3,
553,2003\010010,2003,1,24,10,-93,-132,10034,20,90,,
554,2003\010010,2003,1,24,11,-93,-119,10037,10,110,,
555,2003\010010,2003,1,24,12,-93,-129,10045,360,90,7,0
556,2003\010010,2003,1,24,13,-94,-143,10057,360,80,,
557,2003\010010,2003,1,24,14,-94,-133,10067,360,80,,
558,2003\010010,2003,1,24,15,100,-138,10078,360,70,8,
559,2003\010010,2003,1,24,16,106,-149,10091,10,60,,
560,2003\010010,2003,1,24,17,109,-161,10101,10,60,,
561,2003\010010,2003,1,24,18,112,-170,10110,10,60,2,0
562,2003\010010,2003,1,24,19,110,-165,10116,350,80,,
563,2003\010010,2003,1,24,20,111,-163,10120,330,90,,
564,2003\010010,2003,1,24,21,111,-153,10126,340,50,,
565,2003\010010,2003,1,24,22,113,-158,10127,340,60,,
566,2003\010010,2003,1,24,23,115,-164,10126,340,60,,
567,2003\010010,2003,1,25,0,114,-164,10131,340,70,2,0
568,2003\010010,2003,1,25,1,117,-167,10138,340,50,,
569,2003\010010,2003,1,25,2,113,-167,10134,340,70,,
570,2003\010010,2003,1,25,3,104,-145,10135,350,50,,
571,2003\010010,2003,1,25,4,102,-138,10134,360,50,,
572,2003\010010,2003,1,25,5,101,-135,10130,350,40,,
573,2003\010010,2003,1,25,6,-96,-131,10128,350,20,8,
574,2003\010010,2003,1,25,7,-96,-126,10128,10,20,,
575,2003\010010,2003,1,25,8,-93,-121,10127,360,20,,
576,2003\010010,2003,1,25,9,-91,-121,10125,10,20,8,
577,2003\010010,2003,1,25,10,-87,-121,10125,330,20,,
578,2003\010010,2003,1,25,11,-81,-116,10124,360,10,,
579,2003\010010,2003,1,25,12,-81,-115,10127,60,30,8,
580,2003\010010,2003,1,25,13,-73,-102,10130,80,50,,
581,2003\010010,2003,1,25,14,-80,-113,10128,20,20,,
582,2003\010010,2003,1,25,15,-79,-113,10130,360,20,8,
583,2003\010010,2003,1,25,16,-78,-109,10131,30,20,,
584,2003\010010,2003,1,25,17,-77,-113,10133,350,20,,
585,2003\010010,2003,1,25,18,-77,-110,10133,330,20,7,
586,2003\010010,2003,1,25,19,-76,-105,10132,360,20,,
587,2003\010010,2003,1,25,20,-76,-105,10130,320,20,,
588,2003\010010,2003,1,25,21,-75,-101,10133,310,30,,
589,2003\010010,2003,1,25,23,-73,-96,10131,10,60,,
590,2003\010010,2003,1,26,0,-77,-101,10131,10,60,7,
591,2003\010010,2003,1,26,1,-80,-109,10134,350,60,,
592,2003\010010,2003,1,26,3,-85,-116,10136,350,70,,
593,2003\010010,2003,1,26,4,-85,-115,10130,350,70,,
594,2003\010010,2003,1,26,5,-83,-116,10125,350,60,,
595,2003\010010,2003,1,26,6,-83,-119,10121,360,50,7,
596,2003\010010,2003,1,26,7,-82,-117,10121,360,40,,
597,2003\010010,2003,1,26,8,-81,-114,10120,10,30,,
598,2003\010010,2003,1,26,9,-81,-113,10121,360,30,7,
599,2003\010010,2003,1,26,10,-83,-116,10124,350,40,,
600,2003\010010,2003,1,26,11,-78,-113,10121,360,40,,
601,2003\010010,2003,1,26,12,-76,-109,10115,360,60,7,0
602,2003\010010,2003,1,26,13,-77,-110,10112,360,40,,
603,2003\010010,2003,1,26,14,-78,-108,10108,20,20,,
604,2003\010010,2003,1,26,15,-77,-105,10105,340,10,8,
605,2003\010010,2003,1,26,16,-75,-102,10099,280,20,,
606,2003\010010,2003,1,26,17,-69,-94,10093,110,20,,
607,2003\010010,2003,1,26,18,-63,-88,10087,120,30,8,
608,2003\010010,2003,1,26,19,-60,-85,10079,80,30,,
609,2003\010010,2003,1,26,20,-55,-80,10078,100,40,,
610,2003\010010,2003,1,26,21,-51,-74,10070,90,70,,
611,2003\010010,2003,1,26,22,-50,-74,10060,100,80,,
612,2003\010010,2003,1,26,23,-60,-88,10050,70,50,,
613,2003\010010,2003,1,27,0,-63,-88,10043,20,30,6,
614,2003\010010,2003,1,27,1,-66,-91,10040,300,30,,
615,2003\010010,2003,1,27,2,-63,-90,10034,350,20,,
616,2003\010010,2003,1,27,3,-46,-80,10027,110,60,,
617,2003\010010,2003,1,27,4,-47,-88,10018,60,50,,
618,2003\010010,2003,1,27,5,-37,-74,10011,100,70,,
619,2003\010010,2003,1,27,6,-44,-82,10002,70,50,7,0
620,2003\010010,2003,1,27,7,-38,-76,,110,30,,
621,2003\010010,2003,1,27,8,-40,-79,9996,70,60,,
622,2003\010010,2003,1,27,9,-35,-68,9995,90,80,7,
623,2003\010010,2003,1,27,10,-35,-71,9990,70,60,,
624,2003\010010,2003,1,27,11,-37,-62,9988,90,90,,
625,2003\010010,2003,1,27,12,-46,-77,9982,260,40,7,0
626,2003\010010,2003,1,27,13,-49,-80,9980,310,30,,
627,2003\010010,2003,1,27,14,-35,-63,9978,350,70,,
628,2003\010010,2003,1,27,15,-35,-58,9978,10,90,8,
629,2003\010010,2003,1,27,16,-31,-56,9979,350,70,,
630,2003\010010,2003,1,27,17,-35,-63,9982,360,90,,
631,2003\010010,2003,1,27,18,-35,-63,9987,360,100,7,0
632,2003\010010,2003,1,27,19,-35,-63,9991,10,80,,
633,2003\010010,2003,1,27,20,-36,-59,9995,10,100,,
634,2003\010010,2003,1,27,21,-40,-61,10001,360,90,,
635,2003\010010,2003,1,27,22,-40,-61,10008,360,90,,
636,2003\010010,2003,1,27,23,-38,-58,10015,360,70,,
637,2003\010010,2003,1,28,0,-29,-51,10019,20,90,6,0
638,2003\010010,2003,1,28,1,-31,-64,10025,20,110,,
639,2003\010010,2003,1,28,2,-35,-79,10033,360,90,,
640,2003\010010,2003,1,28,3,-36,-66,10041,360,90,,
641,2003\010010,2003,1,28,4,-32,-61,10046,340,60,,
642,2003\010010,2003,1,28,5,-37,-51,10053,20,110,,
643,2003\010010,2003,1,28,6,-46,-54,10067,20,160,8,
644,2003\010010,2003,1,28,7,-49,-58,10083,10,110,,
645,2003\010010,2003,1,28,8,-52,-72,10093,10,130,,
646,2003\010010,2003,1,28,9,-54,-75,10111,360,120,7,
647,2003\010010,2003,1,28,10,-72,-90,10129,360,110,,
648,2003\010010,2003,1,28,12,-96,-115,10150,350,110,8,
649,2003\010010,2003,1,28,13,111,-127,10159,350,100,,
650,2003\010010,2003,1,28,14,121,-138,10166,350,110,,
651,2003\010010,2003,1,28,15,135,-151,10172,350,140,8,
652,2003\010010,2003,1,28,16,139,-161,10174,350,160,,
653,2003\010010,2003,1,28,17,142,-157,10184,350,140,,
654,2003\010010,2003,1,28,18,139,-162,10187,340,160,7,
655,2003\010010,2003,1,28,19,139,-153,10195,350,140,,
656,2003\010010,2003,1,28,20,141,-157,10203,350,130,,
657,2003\010010,2003,1,28,21,141,-156,10208,350,130,,
658,2003\010010,2003,1,28,22,144,-166,10215,350,140,,
659,2003\010010,2003,1,28,23,142,-161,10222,360,120,,
660,2003\010010,2003,1,29,0,144,-163,10225,340,140,7,
661,2003\010010,2003,1,29,1,146,-165,10229,350,150,,
662,2003\010010,2003,1,29,2,150,-170,10230,10,140,,
663,2003\010010,2003,1,29,3,152,-170,10235,350,130,,
664,2003\010010,2003,1,29,4,154,-173,10235,340,150,,
665,2003\010010,2003,1,29,5,152,-167,10236,350,140,,
666,2003\010010,2003,1,29,6,154,-172,10244,350,110,7,
667,2003\010010,2003,1,29,7,155,-183,10246,350,130,,
668,2003\010010,2003,1,29,8,156,-179,10251,350,120,,
669,2003\010010,2003,1,29,9,157,-175,10253,350,130,8,
670,2003\010010,2003,1,29,10,157,-184,10255,350,130,,
671,2003\010010,2003,1,29,11,156,-186,10257,350,120,,
672,2003\010010,2003,1,29,12,154,-181,10255,350,130,7,
673,2003\010010,2003,1,29,13,154,-172,10259,350,110,,
674,2003\010010,2003,1,29,14,148,-170,10260,340,130,,
675,2003\010010,2003,1,29,15,148,-175,10263,350,110,7,
676,2003\010010,2003,1,29,16,142,-165,10271,340,120,,
677,2003\010010,2003,1,29,17,141,-172,10274,340,120,,
678,2003\010010,2003,1,29,18,146,-192,10281,350,110,6,
679,2003\010010,2003,1,29,19,150,-197,10290,350,110,,
680,2003\010010,2003,1,29,20,153,-190,10294,360,120,,
681,2003\010010,2003,1,29,21,158,-187,10301,350,120,,
682,2003\010010,2003,1,29,22,156,-197,10304,360,110,,
683,2003\010010,2003,1,29,23,157,-185,10310,350,130,,
684,2003\010010,2003,1,30,0,159,-204,10318,360,110,7,
685,2003\010010,2003,1,30,1,162,-201,10321,10,120,,
686,2003\010010,2003,1,30,2,164,-198,10327,10,110,,
687,2003\010010,2003,1,30,3,164,-190,10327,350,110,,
688,2003\010010,2003,1,30,4,162,-184,10325,10,120,,
689,2003\010010,2003,1,30,5,157,-187,10327,350,110,,
690,2003\010010,2003,1,30,6,156,-182,10334,340,100,7,
691,2003\010010,2003,1,30,7,159,-190,10336,10,100,,
692,2003\010010,2003,1,30,8,161,-183,10337,340,120,,
693,2003\010010,2003,1,30,9,161,-186,10340,350,90,7,
694,2003\010010,2003,1,30,10,161,-188,10336,10,90,,
695,2003\010010,2003,1,30,11,159,-185,10328,350,100,,
696,2003\010010,2003,1,30,12,155,-181,10327,350,80,7,
697,2003\010010,2003,1,30,13,151,-187,10321,360,70,,
698,2003\010010,2003,1,30,14,150,-186,10313,360,70,,
699,2003\010010,2003,1,30,15,147,-184,10306,350,60,7,
700,2003\010010,2003,1,30,16,145,-177,10302,320,70,,
701,2003\010010,2003,1,30,17,143,-178,10290,330,50,,
702,2003\010010,2003,1,30,18,140,-172,10278,350,40,8,
703,2003\010010,2003,1,30,19,138,-168,10267,320,30,,
704,2003\010010,2003,1,30,20,140,-175,10248,260,20,,
705,2003\010010,2003,1,30,21,135,-171,10234,250,20,,
706,2003\010010,2003,1,30,22,129,-162,10216,250,30,,
707,2003\010010,2003,1,30,23,124,-150,10195,250,30,,
708,2003\010010,2003,1,31,0,109,-142,10177,160,50,8,
709,2003\010010,2003,1,31,1,103,-127,10156,160,60,,
710,2003\010010,2003,1,31,2,-95,-108,10137,140,80,,
711,2003\010010,2003,1,31,3,-88,-110,10117,160,70,,
712,2003\010010,2003,1,31,4,-79,-98,10092,140,90,,
713,2003\010010,2003,1,31,5,-71,-90,10067,140,90,,
714,2003\010010,2003,1,31,6,-67,-80,10043,120,100,8,
715,2003\010010,2003,1,31,7,-59,-69,10019,130,110,,
716,2003\010010,2003,1,31,8,-49,-66,9998,150,120,,
717,2003\010010,2003,1,31,9,-42,-55,9980,130,130,8,
718,2003\010010,2003,1,31,10,-35,-47,9957,140,120,,
719,2003\010010,2003,1,31,11,-29,-38,9937,140,120,,
720,2003\010010,2003,1,31,12,-27,-39,9915,130,130,8,
721,2003\010010,2003,1,31,13,-23,-30,9896,130,130,,
722,2003\010010,2003,1,31,14,-15,-21,9874,120,130,,
723,2003\010010,2003,1,31,15,-7,-12,9855,130,110,8,
724,2003\010010,2003,1,31,16,-2,-7,9838,130,90,,
725,2003\010010,2003,1,31,17,1,-4,9824,140,80,,
726,2003\010010,2003,1,31,18,0,-5,9812,150,60,8,
727,2003\010010,2003,1,31,19,-1,-6,9804,150,50,,
728,2003\010010,2003,1,31,20,-1,-6,9795,130,40,,
729,2003\010010,2003,1,31,21,-1,-6,9786,130,30,,
730,2003\010010,2003,1,31,22,1,-4,9775,120,40,,
731,2003\010010,2003,1,31,23,0,-5,9767,120,50,,
732,2003\010010,2003,2,1,0,0,-5,9758,100,40,8,41
733,2003\010010,2003,2,1,1,0,-5,9750,100,50,,
734,2003\010010,2003,2,1,2,-1,-6,9739,80,60,,
735,2003\010010,2003,2,1,3,-1,-6,9730,80,70,,
736,2003\010010,2003,2,1,4,-1,-6,9719,80,80,,
737,2003\010010,2003,2,1,5,-1,-6,9706,60,90,,
738,2003\010010,2003,2,1,6,0,-5,9690,50,70,8,
739,2003\010010,2003,2,1,7,2,-6,9674,60,60,,
740,2003\010010,2003,2,1,8,2,-8,9664,100,50,,
741,2003\010010,2003,2,1,9,-14,-27,9675,200,70,7,
742,2003\010010,2003,2,1,10,-20,-32,9698,220,60,,
743,2003\010010,2003,2,1,11,-20,-30,9712,210,60,,
744,2003\010010,2003,2,1,12,-23,-38,9732,220,40,7,3
745,2003\010010,2003,2,1,13,-25,-42,9741,210,20,,
746,2003\010010,2003,2,1,14,-23,-43,9742,290,30,,
747,2003\010010,2003,2,1,15,-29,-43,9742,230,60,7,
748,2003\010010,2003,2,1,16,-21,-44,9743,290,60,,
749,2003\010010,2003,2,1,17,-20,-43,9752,70,10,,
750,2003\010010,2003,2,1,18,-28,-38,9753,20,90,8,
751,2003\010010,2003,2,1,19,-29,-38,9757,20,80,,
752,2003\010010,2003,2,1,20,-24,-36,9758,350,60,,
753,2003\010010,2003,2,1,21,-28,-41,9759,10,80,,
754,2003\010010,2003,2,1,22,-35,-50,9757,340,90,,
755,2003\010010,2003,2,1,23,-42,-55,9754,340,90,,
756,2003\010010,2003,2,2,0,-45,-59,9744,350,90,8,10
757,2003\010010,2003,2,2,1,-29,-38,9721,280,70,,
758,2003\010010,2003,2,2,2,-18,-28,9721,20,80,,
759,2003\010010,2003,2,2,3,-31,-38,9730,10,120,,
760,2003\010010,2003,2,2,4,-35,-41,9739,20,130,,
761,2003\010010,2003,2,2,5,-39,-46,9736,10,150,,
762,2003\010010,2003,2,2,6,-44,-52,9742,360,140,9,
763,2003\010010,2003,2,2,7,-45,-54,9743,360,130,,
764,2003\010010,2003,2,2,8,-47,-55,9743,350,110,,
765,2003\010010,2003,2,2,9,-44,-52,9739,350,100,9,
766,2003\010010,2003,2,2,10,-31,-38,9726,360,90,,
767,2003\010010,2003,2,2,11,-28,-38,9733,70,30,,
768,2003\010010,2003,2,2,12,-27,-40,9748,20,20,5,30
769,2003\010010,2003,2,2,13,-18,-31,9763,80,60,,
770,2003\010010,2003,2,2,14,-39,-47,9781,20,170,,
771,2003\010010,2003,2,2,15,-49,-56,9792,10,150,9,
772,2003\010010,2003,2,2,16,-60,-67,9806,360,160,,
773,2003\010010,2003,2,2,17,-67,-74,9817,360,160,,
774,2003\010010,2003,2,2,18,-75,-84,9825,360,160,,
775,2003\010010,2003,2,2,19,-83,-92,9835,360,170,,
776,2003\010010,2003,2,2,20,-88,-97,9845,360,160,,
777,2003\010010,2003,2,2,21,-92,-102,9847,350,170,,
778,2003\010010,2003,2,2,22,101,-111,9849,340,180,,
779,2003\010010,2003,2,2,23,108,-119,9847,350,200,,
780,2003\010010,2003,2,3,0,112,-123,9849,350,220,9,41
781,2003\010010,2003,2,3,1,115,-126,9849,350,200,,
782,2003\010010,2003,2,3,2,116,-128,9849,340,200,,
783,2003\010010,2003,2,3,3,114,-125,9847,340,190,,
784,2003\010010,2003,2,3,4,117,-129,9843,330,190,,
785,2003\010010,2003,2,3,5,113,-124,9840,340,170,,
786,2003\010010,2003,2,3,6,112,-124,9840,330,170,6,
787,2003\010010,2003,2,3,7,107,-118,9841,330,150,,
788,2003\010010,2003,2,3,8,102,-113,9841,320,140,,
789,2003\010010,2003,2,3,9,101,-112,9845,310,130,6,
790,2003\010010,2003,2,3,10,-98,-109,9841,310,140,,
791,2003\010010,2003,2,3,11,-97,-108,9844,310,130,,
792,2003\010010,2003,2,3,12,-90,-101,9848,300,70,2,
793,2003\010010,2003,2,3,14,-91,-103,9856,310,40,,
794,2003\010010,2003,2,3,15,-84,-95,9863,310,50,2,
795,2003\010010,2003,2,3,16,-78,-89,9867,320,50,,
796,2003\010010,2003,2,3,17,-69,-79,9875,10,40,,
797,2003\010010,2003,2,3,18,-63,-73,9880,20,50,7,
798,2003\010010,2003,2,3,19,-55,-64,9887,30,40,,
799,2003\010010,2003,2,3,20,-44,-52,9888,340,70,,
800,2003\010010,2003,2,3,21,-35,-44,9898,360,60,,
801,2003\010010,2003,2,3,22,-30,-40,9900,340,100,,
802,2003\010010,2003,2,3,23,-24,-36,9904,330,120,,
803,2003\010010,2003,2,4,0,-23,-33,9907,320,140,9,
804,2003\010010,2003,2,4,1,-18,-28,9917,330,140,,
805,2003\010010,2003,2,4,2,-14,-23,9925,320,130,,
806,2003\010010,2003,2,4,3,-11,-22,9932,320,120,,
807,2003\010010,2003,2,4,4,-5,-18,9940,320,110,,
808,2003\010010,2003,2,4,5,-2,-12,9949,320,90,,
809,2003\010010,2003,2,4,6,4,-13,9954,310,90,7,
810,2003\010010,2003,2,4,7,12,-22,9964,330,50,,
811,2003\010010,2003,2,4,8,3,-12,9973,360,80,,
812,2003\010010,2003,2,4,9,0,-12,9978,360,90,6,
813,2003\010010,2003,2,4,10,0,-12,9984,360,90,,
814,2003\010010,2003,2,4,11,-1,-11,9987,350,110,,
815,2003\010010,2003,2,4,12,-4,-14,9990,340,90,6,
816,2003\010010,2003,2,4,13,-1,-11,9997,20,30,,
817,2003\010010,2003,2,4,14,2,-13,10000,290,40,,
818,2003\010010,2003,2,4,15,2,-21,10001,250,40,6,
819,2003\010010,2003,2,4,16,0,-23,10004,130,60,,
820,2003\010010,2003,2,4,17,5,-29,10011,280,40,,
821,2003\010010,2003,2,4,18,-3,-33,10012,260,40,7,
822,2003\010010,2003,2,4,19,-2,-27,10019,310,50,,
823,2003\010010,2003,2,4,20,-9,-33,10017,330,50,,
824,2003\010010,2003,2,4,21,-13,-34,10019,360,70,,
825,2003\010010,2003,2,4,22,-12,-34,10023,30,40,,
826,2003\010010,2003,2,4,23,-15,-36,10024,350,50,,
827,2003\010010,2003,2,5,0,-18,-40,10024,360,60,6,0
828,2003\010010,2003,2,5,1,-18,-41,10026,350,70,,
829,2003\010010,2003,2,5,2,-20,-45,10028,350,60,,
830,2003\010010,2003,2,5,3,-21,-49,10031,350,50,,
831,2003\010010,2003,2,5,4,-20,-49,10033,360,60,,
832,2003\010010,2003,2,5,5,-21,-52,10035,350,50,,
833,2003\010010,2003,2,5,6,-21,-50,10036,350,50,7,
834,2003\010010,2003,2,5,7,-22,-50,10038,10,20,,
835,2003\010010,2003,2,5,9,-26,-57,10040,310,100,4,
836,2003\010010,2003,2,5,10,-25,-58,10044,310,70,,
837,2003\010010,2003,2,5,11,-28,-46,10047,290,60,,
838,2003\010010,2003,2,5,12,-28,-52,10045,320,10,7,0
839,2003\010010,2003,2,5,13,-30,-56,10045,300,20,,
840,2003\010010,2003,2,5,15,-39,-67,10044,10,20,7,
841,2003\010010,2003,2,5,16,-48,-72,10042,260,20,,
842,2003\010010,2003,2,5,17,-40,-62,10039,230,40,,
843,2003\010010,2003,2,5,18,-30,-57,10033,190,50,7,0
844,2003\010010,2003,2,5,19,-30,-56,10026,230,40,,
845,2003\010010,2003,2,5,20,-20,-48,10017,160,50,,
